datetime,daily_high_water_level(ft below land surface),daily_high_water_elevation(ft above msl),source,status,comment
1999-07-07,57.12,673.69,edwards aquifer authority,D,
1999-07-06,56.89,673.92,edwards aquifer authority,D,
1999-07-05,56.97,673.84,edwards aquifer authority,D,
1999-07-04,57.53,673.28,edwards aquifer authority,D,
1999-07-03,57.98,672.83,edwards aquifer authority,D,
1999-07-02,57.68,673.13,edwards aquifer authority,D,
1999-07-01,57.28,673.53,edwards aquifer authority,D,
1999-06-30,56.97,673.84,edwards aquifer authority,D,
1999-06-29,56.92,673.89,edwards aquifer authority,D,
1999-06-28,56.56,674.25,edwards aquifer authority,D,
1999-06-27,56.45,674.36,edwards aquifer authority,D,
1999-06-26,56.87,673.94,edwards aquifer authority,D,
1999-06-25,57.57,673.24,edwards aquifer authority,D,
1999-06-24,58.00,672.81,edwards aquifer authority,D,
1999-06-23,58.67,672.14,edwards aquifer authority,D,
1999-06-22,59.62,671.19,edwards aquifer authority,D,
1999-06-21,60.90,669.91,edwards aquifer authority,D,
1999-06-20,62.84,667.97,edwards aquifer authority,D,
1999-06-19,64.81,666.00,edwards aquifer authority,D,
1999-06-18,65.76,665.05,edwards aquifer authority,D,
1999-06-17,66.38,664.43,edwards aquifer authority,D,
1999-06-16,67.44,663.37,edwards aquifer authority,D,
1999-06-15,70.62,660.19,edwards aquifer authority,D,
1999-06-14,71.75,659.06,edwards aquifer authority,D,
1999-06-13,72.50,658.31,edwards aquifer authority,D,
1999-06-12,72.74,658.07,edwards aquifer authority,D,
1999-06-11,72.58,658.23,edwards aquifer authority,D,
1999-06-10,71.44,659.37,edwards aquifer authority,D,
1999-06-09,70.50,660.31,edwards aquifer authority,D,
1999-06-08,70.19,660.62,edwards aquifer authority,D,
1999-06-07,68.77,662.04,edwards aquifer authority,D,
1999-06-06,67.67,663.14,edwards aquifer authority,D,
1999-06-05,66.79,664.02,edwards aquifer authority,D,
1999-06-04,66.37,664.44,edwards aquifer authority,D,
1999-06-03,65.40,665.41,edwards aquifer authority,D,
1999-06-02,64.79,666.02,edwards aquifer authority,D,
1999-06-01,62.82,667.99,edwards aquifer authority,D,
1999-05-31,61.54,669.27,edwards aquifer authority,D,
1999-05-30,61.04,669.77,edwards aquifer authority,D,
1999-05-29,61.22,669.59,edwards aquifer authority,D,
1999-05-28,60.57,670.24,edwards aquifer authority,D,
1999-05-27,60.41,670.40,edwards aquifer authority,D,
1999-05-26,60.04,670.77,edwards aquifer authority,D,
1999-05-25,59.18,671.63,edwards aquifer authority,D,
1999-05-24,58.27,672.54,edwards aquifer authority,D,
1999-05-23,57.59,673.22,edwards aquifer authority,D,
1999-05-22,57.09,673.72,edwards aquifer authority,D,
1999-05-21,56.91,673.90,edwards aquifer authority,D,
1999-05-20,56.70,674.11,edwards aquifer authority,D,
1999-05-19,56.75,674.06,edwards aquifer authority,D,
1999-05-18,57.47,673.34,edwards aquifer authority,D,
1999-05-17,57.45,673.36,edwards aquifer authority,D,
1999-05-16,56.82,673.99,edwards aquifer authority,D,
1999-05-15,56.10,674.71,edwards aquifer authority,D,
1999-05-14,55.54,675.27,edwards aquifer authority,D,
1999-05-13,54.96,675.85,edwards aquifer authority,D,
1999-05-12,54.73,676.08,edwards aquifer authority,D,
1999-05-11,55.11,675.70,edwards aquifer authority,D,
1999-05-10,55.71,675.10,edwards aquifer authority,D,
1999-05-09,56.15,674.66,edwards aquifer authority,D,
1999-05-08,55.60,675.21,edwards aquifer authority,D,
1999-05-07,55.09,675.72,edwards aquifer authority,D,
1999-05-06,54.35,676.46,edwards aquifer authority,D,
1999-05-05,53.66,677.15,edwards aquifer authority,D,
1999-05-04,53.47,677.34,edwards aquifer authority,D,
1999-05-03,53.76,677.05,edwards aquifer authority,D,
1999-05-02,53.81,677.00,edwards aquifer authority,D,
1999-05-01,54.09,676.72,edwards aquifer authority,D,
1999-04-30,54.23,676.58,edwards aquifer authority,D,
1999-04-29,54.15,676.66,edwards aquifer authority,D,
1999-04-28,54.18,676.63,edwards aquifer authority,D,
1999-04-27,54.33,676.48,edwards aquifer authority,D,
1999-04-26,54.78,676.03,edwards aquifer authority,D,
1999-04-25,55.49,675.32,edwards aquifer authority,D,
1999-04-24,55.71,675.10,edwards aquifer authority,D,
1999-04-23,55.18,675.63,edwards aquifer authority,D,
1999-04-22,54.71,676.10,edwards aquifer authority,D,
1999-04-21,54.48,676.33,edwards aquifer authority,D,
1999-04-20,54.24,676.57,edwards aquifer authority,D,
1999-04-19,53.75,677.06,edwards aquifer authority,D,
1999-04-18,53.19,677.62,edwards aquifer authority,D,
1999-04-17,52.85,677.96,edwards aquifer authority,D,
1999-04-16,52.85,677.96,edwards aquifer authority,D,
1999-04-15,52.68,678.13,edwards aquifer authority,D,
1999-04-14,52.61,678.20,edwards aquifer authority,D,
1999-04-13,52.83,677.98,edwards aquifer authority,D,
1999-04-12,52.83,677.98,edwards aquifer authority,D,
1999-04-11,52.30,678.51,edwards aquifer authority,D,
1999-04-10,51.97,678.84,edwards aquifer authority,D,
1999-04-09,51.72,679.09,edwards aquifer authority,D,
1999-04-08,51.42,679.39,edwards aquifer authority,D,
1999-04-07,51.24,679.57,edwards aquifer authority,D,
1999-04-06,50.98,679.83,edwards aquifer authority,D,
1999-04-05,50.37,680.44,edwards aquifer authority,D,
1999-04-04,50.42,680.39,edwards aquifer authority,D,
1999-04-03,50.22,680.59,edwards aquifer authority,D,
1999-04-02,50.41,680.40,edwards aquifer authority,D,
1999-04-01,50.48,680.33,edwards aquifer authority,D,
1999-03-31,50.66,680.15,edwards aquifer authority,D,
1999-03-30,50.84,679.97,edwards aquifer authority,D,
1999-03-29,51.02,679.79,edwards aquifer authority,D,
1999-03-28,51.48,679.33,edwards aquifer authority,D,
1999-03-27,52.33,678.48,edwards aquifer authority,D,
1999-03-26,52.55,678.26,edwards aquifer authority,D,
1999-03-25,52.46,678.35,edwards aquifer authority,D,
1999-03-24,52.52,678.29,edwards aquifer authority,D,
1999-03-23,52.52,678.29,edwards aquifer authority,D,
1999-03-22,52.55,678.26,edwards aquifer authority,D,
1999-03-21,52.31,678.50,edwards aquifer authority,D,
1999-03-20,52.49,678.32,edwards aquifer authority,D,
1999-03-19,53.04,677.77,edwards aquifer authority,D,
1999-03-18,53.37,677.44,edwards aquifer authority,D,
1999-03-17,53.54,677.27,edwards aquifer authority,D,
1999-03-16,53.61,677.20,edwards aquifer authority,D,
1999-03-15,53.40,677.41,edwards aquifer authority,D,
1999-03-14,53.47,677.34,edwards aquifer authority,D,
1999-03-13,53.93,676.88,edwards aquifer authority,D,
1999-03-12,54.50,676.31,edwards aquifer authority,D,
1999-03-11,54.42,676.39,edwards aquifer authority,D,
1999-03-10,54.34,676.47,edwards aquifer authority,D,
1999-03-09,54.13,676.68,edwards aquifer authority,D,
1999-03-08,53.87,676.94,edwards aquifer authority,D,
1999-03-07,54.18,676.63,edwards aquifer authority,D,
1999-03-06,54.21,676.60,edwards aquifer authority,D,
1999-03-05,54.23,676.58,edwards aquifer authority,D,
1999-03-04,54.42,676.39,edwards aquifer authority,D,
1999-03-03,54.36,676.45,edwards aquifer authority,D,
1999-03-02,54.17,676.64,edwards aquifer authority,D,
1999-03-01,54.01,676.80,edwards aquifer authority,D,
1999-02-28,53.61,677.20,edwards aquifer authority,D,
1999-02-27,53.30,677.51,edwards aquifer authority,D,
1999-02-26,53.55,677.26,edwards aquifer authority,D,
1999-02-25,53.51,677.30,edwards aquifer authority,D,
1999-02-24,53.40,677.41,edwards aquifer authority,D,
1999-02-23,53.44,677.37,edwards aquifer authority,D,
1999-02-22,53.43,677.38,edwards aquifer authority,D,
1999-02-21,53.10,677.71,edwards aquifer authority,D,
1999-02-20,52.95,677.86,edwards aquifer authority,D,
1999-02-19,52.84,677.97,edwards aquifer authority,D,
1999-02-18,52.37,678.44,edwards aquifer authority,D,
1999-02-17,52.16,678.65,edwards aquifer authority,D,
1999-02-16,52.02,678.79,edwards aquifer authority,D,
1999-02-15,51.60,679.21,edwards aquifer authority,D,
1999-02-14,51.42,679.39,edwards aquifer authority,D,
1999-02-13,51.23,679.58,edwards aquifer authority,D,
1999-02-12,51.22,679.59,edwards aquifer authority,D,
1999-02-11,50.91,679.90,edwards aquifer authority,D,
1999-02-10,50.70,680.11,edwards aquifer authority,D,
1999-02-09,50.39,680.42,edwards aquifer authority,D,
1999-02-08,49.95,680.86,edwards aquifer authority,D,
1999-02-07,49.33,681.48,edwards aquifer authority,D,
1999-02-06,49.08,681.73,edwards aquifer authority,D,
1999-02-05,48.98,681.83,edwards aquifer authority,D,
1999-02-04,48.66,682.15,edwards aquifer authority,D,
1999-02-03,48.30,682.51,edwards aquifer authority,D,
1999-02-02,48.03,682.78,edwards aquifer authority,D,
1999-02-01,47.65,683.16,edwards aquifer authority,D,
1999-01-31,47.33,683.48,edwards aquifer authority,D,
1999-01-30,47.21,683.60,edwards aquifer authority,D,
1999-01-29,47.19,683.62,edwards aquifer authority,D,
1999-01-28,47.17,683.64,edwards aquifer authority,D,
1999-01-27,47.13,683.68,edwards aquifer authority,D,
1999-01-26,47.19,683.62,edwards aquifer authority,D,
1999-01-25,47.00,683.81,edwards aquifer authority,D,
1999-01-24,46.66,684.15,edwards aquifer authority,D,
1999-01-23,46.57,684.24,edwards aquifer authority,D,
1999-01-22,46.41,684.40,edwards aquifer authority,D,
1999-01-21,46.27,684.54,edwards aquifer authority,D,
1999-01-20,46.32,684.49,edwards aquifer authority,D,
1999-01-19,46.34,684.47,edwards aquifer authority,D,
1999-01-18,46.02,684.79,edwards aquifer authority,D,
1999-01-17,45.75,685.06,edwards aquifer authority,D,
1999-01-16,45.56,685.25,edwards aquifer authority,D,
1999-01-15,45.71,685.10,edwards aquifer authority,D,
1999-01-14,45.69,685.12,edwards aquifer authority,D,
1999-01-13,45.49,685.32,edwards aquifer authority,D,
1999-01-12,45.46,685.35,edwards aquifer authority,D,
1999-01-11,45.45,685.36,edwards aquifer authority,D,
1999-01-10,45.16,685.65,edwards aquifer authority,D,
1999-01-09,45.10,685.71,edwards aquifer authority,D,
1999-01-08,45.06,685.75,edwards aquifer authority,D,
1999-01-07,45.15,685.66,edwards aquifer authority,D,
1999-01-06,45.02,685.79,edwards aquifer authority,D,
1999-01-05,44.94,685.87,edwards aquifer authority,D,
1999-01-04,44.78,686.03,edwards aquifer authority,D,
1999-01-03,44.63,686.18,edwards aquifer authority,D,
1999-01-02,44.40,686.41,edwards aquifer authority,D,
1999-01-01,44.48,686.33,edwards aquifer authority,D,
1998-12-31,44.56,686.25,edwards aquifer authority,D,
1998-12-30,44.48,686.33,edwards aquifer authority,D,
1998-12-29,44.30,686.51,edwards aquifer authority,D,
1998-12-28,43.92,686.89,edwards aquifer authority,D,
1998-12-27,43.75,687.06,edwards aquifer authority,D,
1998-12-26,43.69,687.12,edwards aquifer authority,D,
1998-12-25,43.84,686.97,edwards aquifer authority,D,
1998-12-24,43.97,686.84,edwards aquifer authority,D,
1998-12-23,43.91,686.90,edwards aquifer authority,D,
1998-12-22,43.90,686.91,edwards aquifer authority,D,
1998-12-21,43.61,687.20,edwards aquifer authority,D,
1998-12-20,43.54,687.27,edwards aquifer authority,D,
1998-12-19,43.49,687.32,edwards aquifer authority,D,
1998-12-18,43.59,687.22,edwards aquifer authority,D,
1998-12-17,43.67,687.14,edwards aquifer authority,D,
1998-12-16,43.54,687.27,edwards aquifer authority,D,
1998-12-15,43.55,687.26,edwards aquifer authority,D,
1998-12-14,43.45,687.36,edwards aquifer authority,D,
1998-12-13,43.22,687.59,edwards aquifer authority,D,
1998-12-12,43.23,687.58,edwards aquifer authority,D,
1998-12-11,43.62,687.19,edwards aquifer authority,D,
1998-12-10,43.42,687.39,edwards aquifer authority,D,
1998-12-09,43.38,687.43,edwards aquifer authority,D,
1998-12-08,43.41,687.40,edwards aquifer authority,D,
1998-12-07,43.20,687.61,edwards aquifer authority,D,
1998-12-06,42.93,687.88,edwards aquifer authority,D,
1998-12-05,42.93,687.88,edwards aquifer authority,D,
1998-12-04,42.99,687.82,edwards aquifer authority,D,
1998-12-03,42.93,687.88,edwards aquifer authority,D,
1998-12-02,42.93,687.88,edwards aquifer authority,D,
1998-12-01,42.90,687.91,edwards aquifer authority,D,
1998-11-30,42.69,688.12,edwards aquifer authority,D,
1998-11-29,42.45,688.36,edwards aquifer authority,D,
1998-11-28,42.47,688.34,edwards aquifer authority,D,
1998-11-27,42.50,688.31,edwards aquifer authority,D,
1998-11-26,42.62,688.19,edwards aquifer authority,D,
1998-11-25,42.38,688.43,edwards aquifer authority,D,
1998-11-24,42.37,688.44,edwards aquifer authority,D,
1998-11-23,42.20,688.61,edwards aquifer authority,D,
1998-11-22,41.87,688.94,edwards aquifer authority,D,
1998-11-21,41.92,688.89,edwards aquifer authority,D,
1998-11-20,42.17,688.64,edwards aquifer authority,D,
1998-11-19,42.11,688.70,edwards aquifer authority,D,
1998-11-18,42.01,688.80,edwards aquifer authority,D,
1998-11-17,42.20,688.61,edwards aquifer authority,D,
1998-11-16,42.11,688.70,edwards aquifer authority,D,
1998-11-15,42.14,688.67,edwards aquifer authority,D,
1998-11-14,42.40,688.41,edwards aquifer authority,D,
1998-11-13,42.64,688.17,edwards aquifer authority,D,
1998-11-12,42.78,688.03,edwards aquifer authority,D,
1998-11-11,42.74,688.07,edwards aquifer authority,D,
1998-11-10,42.64,688.17,edwards aquifer authority,D,
1998-11-09,42.53,688.28,edwards aquifer authority,D,
1998-11-08,42.51,688.30,edwards aquifer authority,D,
1998-11-07,42.55,688.26,edwards aquifer authority,D,
1998-11-06,42.99,687.82,edwards aquifer authority,D,
1998-11-05,43.01,687.80,edwards aquifer authority,D,
1998-11-04,43.23,687.58,edwards aquifer authority,D,
1998-11-03,43.31,687.50,edwards aquifer authority,D,
1998-11-02,43.31,687.50,edwards aquifer authority,D,
1998-11-01,43.71,687.10,edwards aquifer authority,D,
1998-10-31,44.01,686.80,edwards aquifer authority,D,
1998-10-30,44.11,686.70,edwards aquifer authority,D,
1998-10-29,44.11,686.70,edwards aquifer authority,D,
1998-10-28,44.21,686.60,edwards aquifer authority,D,
1998-10-27,44.61,686.20,edwards aquifer authority,D,
1998-10-26,44.91,685.90,edwards aquifer authority,D,
1998-10-25,45.11,685.70,edwards aquifer authority,D,
1998-10-24,45.71,685.10,edwards aquifer authority,D,
1998-10-23,46.41,684.40,edwards aquifer authority,D,
1998-10-22,47.21,683.60,edwards aquifer authority,D,
1998-10-21,47.91,682.90,edwards aquifer authority,D,
1998-10-20,48.91,681.90,edwards aquifer authority,D,
1998-10-19,51.01,679.80,edwards aquifer authority,D,
1998-10-18,54.61,676.20,edwards aquifer authority,D,
1998-10-17,61.31,669.50,edwards aquifer authority,D,
1998-10-16,66.61,664.20,edwards aquifer authority,D,
1998-10-15,66.41,664.40,edwards aquifer authority,D,
1998-10-14,66.31,664.50,edwards aquifer authority,D,
1998-10-13,66.31,664.50,edwards aquifer authority,D,
1998-10-12,66.11,664.70,edwards aquifer authority,D,
1998-10-11,65.91,664.90,edwards aquifer authority,D,
1998-10-10,66.11,664.70,edwards aquifer authority,D,
1998-10-09,66.31,664.50,edwards aquifer authority,D,
1998-10-08,66.61,664.20,edwards aquifer authority,D,
1998-10-07,67.31,663.50,edwards aquifer authority,D,
1998-10-06,68.51,662.30,edwards aquifer authority,D,
1998-10-05,70.41,660.40,edwards aquifer authority,D,
1998-10-04,69.91,660.90,edwards aquifer authority,D,
1998-10-03,69.61,661.20,edwards aquifer authority,D,
1998-10-02,70.01,660.80,edwards aquifer authority,D,
1998-10-01,69.71,661.10,edwards aquifer authority,D,
1998-09-30,69.31,661.50,edwards aquifer authority,D,
1998-09-29,69.11,661.70,edwards aquifer authority,D,
1998-09-28,68.91,661.90,edwards aquifer authority,D,
1998-09-27,68.21,662.60,edwards aquifer authority,D,
1998-09-26,68.21,662.60,edwards aquifer authority,D,
1998-09-25,68.21,662.60,edwards aquifer authority,D,
1998-09-24,67.71,663.10,edwards aquifer authority,D,
1998-09-23,67.51,663.30,edwards aquifer authority,D,
1998-09-22,66.91,663.90,edwards aquifer authority,D,
1998-09-21,66.61,664.20,edwards aquifer authority,D,
1998-09-20,66.11,664.70,edwards aquifer authority,D,
1998-09-19,66.11,664.70,edwards aquifer authority,D,
1998-09-18,66.31,664.50,edwards aquifer authority,D,
1998-09-17,66.61,664.20,edwards aquifer authority,D,
1998-09-16,67.21,663.60,edwards aquifer authority,D,
1998-09-15,67.41,663.40,edwards aquifer authority,D,
1998-09-14,67.51,663.30,edwards aquifer authority,D,
1998-09-13,67.31,663.50,edwards aquifer authority,D,
1998-09-12,68.01,662.80,edwards aquifer authority,D,
1998-09-11,68.91,661.90,edwards aquifer authority,D,
1998-09-10,69.91,660.90,edwards aquifer authority,D,
1998-09-09,70.01,660.80,edwards aquifer authority,D,
1998-09-08,70.51,660.30,edwards aquifer authority,D,
1998-09-07,70.01,660.80,edwards aquifer authority,D,
1998-09-06,70.01,660.80,edwards aquifer authority,D,
1998-09-05,69.61,661.20,edwards aquifer authority,D,
1998-09-04,69.21,661.60,edwards aquifer authority,D,
1998-09-03,68.71,662.10,edwards aquifer authority,D,
1998-09-02,68.61,662.20,edwards aquifer authority,D,
1998-09-01,68.81,662.00,edwards aquifer authority,D,
1998-08-31,69.01,661.80,edwards aquifer authority,D,
1998-08-30,68.61,662.20,edwards aquifer authority,D,
1998-08-29,68.51,662.30,edwards aquifer authority,D,
1998-08-28,68.51,662.30,edwards aquifer authority,D,
1998-08-27,68.51,662.30,edwards aquifer authority,D,
1998-08-26,68.71,662.10,edwards aquifer authority,D,
1998-08-25,69.41,661.40,edwards aquifer authority,D,
1998-08-24,70.21,660.60,edwards aquifer authority,D,
1998-08-23,71.51,659.30,edwards aquifer authority,D,
1998-08-22,74.61,656.20,edwards aquifer authority,D,
1998-08-21,77.01,653.80,edwards aquifer authority,D,
1998-08-20,76.71,654.10,edwards aquifer authority,D,
1998-08-19,77.11,653.70,edwards aquifer authority,D,
1998-08-18,77.91,652.90,edwards aquifer authority,D,
1998-08-17,79.21,651.60,edwards aquifer authority,D,
1998-08-16,80.01,650.80,edwards aquifer authority,D,
1998-08-15,81.21,649.60,edwards aquifer authority,D,
1998-08-14,82.21,648.60,edwards aquifer authority,D,
1998-08-13,84.21,646.60,edwards aquifer authority,D,
1998-08-12,84.51,646.30,edwards aquifer authority,D,
1998-08-11,84.21,646.60,edwards aquifer authority,D,
1998-08-10,84.01,646.80,edwards aquifer authority,D,
1998-08-09,83.41,647.40,edwards aquifer authority,D,
1998-08-08,83.91,646.90,edwards aquifer authority,D,
1998-08-07,84.41,646.40,edwards aquifer authority,D,
1998-08-06,85.91,644.90,edwards aquifer authority,D,
1998-08-05,89.11,641.70,edwards aquifer authority,D,
1998-08-04,90.41,640.40,edwards aquifer authority,D,
1998-08-03,90.81,640.00,edwards aquifer authority,D,
1998-08-02,90.81,640.00,edwards aquifer authority,D,
1998-08-01,89.71,641.10,edwards aquifer authority,D,
1998-07-31,90.01,640.80,edwards aquifer authority,D,
1998-07-30,88.91,641.90,edwards aquifer authority,D,
1998-07-29,88.81,642.00,edwards aquifer authority,D,
1998-07-28,88.91,641.90,edwards aquifer authority,D,
1998-07-27,89.51,641.30,edwards aquifer authority,D,
1998-07-26,88.41,642.40,edwards aquifer authority,D,
1998-07-25,88.51,642.30,edwards aquifer authority,D,
1998-07-24,88.51,642.30,edwards aquifer authority,D,
1998-07-23,87.11,643.70,edwards aquifer authority,D,
1998-07-22,87.51,643.30,edwards aquifer authority,D,
1998-07-21,87.01,643.80,edwards aquifer authority,D,
